Participant ID,Timestamp,Global Time (seconds),Note
1019,2025-11-20 12:49:59.856,16,"Had to switch to kit #1"
1019,2025-11-20 12:50:21.216,37,"Glasses won’t connect to phone after force restart, hard reset, etc"
1019,2025-11-20 12:52:41.324,177,"Switching to kit 4"
1019,2025-11-20 13:04:42.449,898,"Meta seems to be repeating itself after PT asks it a new question"
1019,2025-11-20 13:14:15.718,1472,"Meta gave us an ai generated image when asked about a painting"
