Participant ID,Timestamp,Global Time (seconds),Note
1019,2025-11-20 12:49:59.856,16,"Had to switch to kit #1"
1019,2025-11-20 12:50:21.216,37,"Glasses won’t connect to phone after force restart, hard reset, etc"
