Participant ID,Moderator Initials,Device Type,Session Type,Study Day,Daily Session,Survey Type,Timestamp,Global Time (seconds),Target Time (seconds),Deviation (seconds),Response,Focus,Missed
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 12:32:38.107,575,600,-25,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 12:32:40.292,577,600,-23,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 12:42:28.981,1166,1200,-34,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 12:42:30.346,1167,1200,-33,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 12:52:29.000,1766,1800,-34,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,discomfort,2025-11-19 12:52:30.723,1768,1800,-32,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 12:52:32.801,1770,1800,-30,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:02:26.592,2363,2400,-37,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:02:28.003,2365,2400,-35,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:12:30.825,2968,3000,-32,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:12:32.478,2969,3000,-31,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:22:27.074,3564,3600,-36,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,discomfort,2025-11-19 13:22:28.541,3565,3600,-35,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:22:30.071,3567,3600,-33,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:32:39.774,4177,4200,-23,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:32:41.255,4178,4200,-22,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:42:26.295,4763,4800,-37,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:42:27.978,4765,4800,-35,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 13:52:26.433,5363,5400,-37,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,discomfort,2025-11-19 13:52:27.782,5365,5400,-35,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 13:52:29.015,5366,5400,-34,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 14:02:28.198,5965,6000,-35,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 14:02:30.963,5968,6000,-32,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 14:12:27.379,6564,6600,-36,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 14:12:28.829,6566,6600,-34,1,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,misc,2025-11-19 14:23:07.840,7205,7200,5,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,discomfort,2025-11-19 14:23:09.227,7206,7200,6,0,"Glasses screen",false
1026,Jh,Gen 2 Glasses,Discover & Learn,3,2,eyestrain,2025-11-19 14:23:10.455,7207,7200,7,1,"Glasses screen",false
