Participant ID,Timestamp,Global Time (seconds),Note
1076,2025-12-17 09:46:01.751,9,"User places glasses and wristband on"
1076,2025-12-17 09:46:36.456,44,"User is opening meta app and logging in"
1076,2025-12-17 09:48:46.064,173,"User wakes up meta using middle finger double tap and opens instagram"
1076,2025-12-17 09:50:01.691,249,"User is watching reels on Instagram using MR display"
1076,2025-12-17 09:50:32.393,280,"User is sitting on couch, looking downwards, using carpet as backdrop for MR display"
1076,2025-12-17 09:51:31.548,339,"User furrows brow slightly, gaining interest in the particular reel"
1076,2025-12-17 09:57:18.843,686,"User sits on the couch, laid back, hands on thighs, watching reels intently on the MR display"
1076,2025-12-17 09:59:34.725,822,"User chuckles slightly as they gain interest in a particular reel."
1076,2025-12-17 09:59:45.119,832,"User previously mentioned how the fact that they cannot impose control over the algorithm other than watch/scroll time causes them to disengage from the content."
1076,2025-12-17 10:01:23.301,930,"User is watching reels more dominantly on the right lens, centered in the middle."
1076,2025-12-17 10:02:58.436,1026,"User scrolls reels through wrist motion"
1076,2025-12-17 10:04:52.379,1140,"User sits legs crossed, laid back on the couch, watch reels intently"
1076,2025-12-17 10:06:09.357,1217,"Moderator asks user to switch from couch to armchair"
1076,2025-12-17 10:06:24.433,1232,"User is requested to switch to watching reels on phone"
1076,2025-12-17 10:07:22.350,1289,"User picks up phone and opens instagram, watching on the phone intently, head lowered. Phone is held in both hands, with one arm resting on the arm of the chair"
1076,2025-12-17 10:10:47.808,1495,"When asked for preference of reels watching, user said they prefer to watch on phone over MR display as the image is crisper, but the sound quality of watching on MR display is better than that of watching on phone (when the MR glasses are functioning as a Bluetooth earphone)"
1076,2025-12-17 10:14:35.504,1723,"User still in same position, watching reels intently on phone"
1076,2025-12-17 10:16:36.755,1844,"User switches to a centered position, leant back on the armchair, scrolling reels with right hand"
1076,2025-12-17 10:18:09.226,1936,"User watches reels sitting very still, only motioning the thumb to scroll reels"
1076,2025-12-17 10:20:28.395,2076,"User raises phone to a higher height, watching with head facing forward, but body still leant backwards"
1076,2025-12-17 10:21:40.228,2147,"User is placing the phone in the exact position where they described to be viewing the MR display, centered on the right lens"
1076,2025-12-17 10:25:56.517,2404,"User is requested to turn off reels on phone and switch to MR glasses to watch reels"
1076,2025-12-17 10:27:25.415,2493,"User finds it hard in the dark green armchair to focus the display on anything other than coffee table, which too has a glare reflection from overhead lighting"
