Participant ID,Timestamp,Global Time (seconds),Note
1076,2025-12-17 10:37:38.366,78,"Previous study left off 43:21min, reels on phone"
1076,2025-12-17 10:37:56.785,96,"User is watching reels on MR display"
1076,2025-12-17 10:42:14.018,353,"At 20min mark, user will switch to watching reels on phone ie task #4 in 1st session, day 3."
1076,2025-12-17 10:44:48.399,508,"User is watching reels on glasses, scrolling through the reels using wrist motions"
1076,2025-12-17 10:58:27.476,1327,"User is requested to move to light green armchair, watch reels on phone on that seat."
1076,2025-12-17 10:59:37.192,1396,"User is watching with phone held in right hand at eye level, scrolling with thumb, right arm resting on the arm of the chair."
1076,2025-12-17 11:09:40.102,1999,"User has phone in left hand, resting on arm of chair, scrolling reels with their thumb, other hand tucked between legs."
1076,2025-12-17 11:10:25.277,2045,"User is engaging with reels, chuckling, or furrowing their brow. Sometimes bursting into laughter."
1076,2025-12-17 11:11:35.301,2115,"Phone is raised to eye level, body posture is leant back on the chair"
1076,2025-12-17 11:13:50.025,2249,"User scratches eyelash slightly, momentarily lifting MR glasses over the eyes as they watch reels on phone"
1076,2025-12-17 11:18:12.577,2512,"User is requested to move to couch and switch to watching reels on glasses"
1076,2025-12-17 11:19:11.442,2571,"User sits back, watching intently on MR glasses"
1076,2025-12-17 11:20:11.642,2631,"User complains that they should be able to continue scrolling on the glasses from where they left off in the reels on the phone, that is a piece of the seamless design puzzle they wish the designers would work on."
1076,2025-12-17 11:23:17.112,2816,"User watches reels on glasses, sitting very still, smiling slightly, engaged in content."
