Participant ID,Moderator Initials,Device Type,Session Type,Study Day,Daily Session,Survey Type,Timestamp,Global Time (seconds),Target Time (seconds),Deviation (seconds),Response,Focus,Missed
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:03:16.353,570,600,-30,0,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:03:20.375,574,600,-26,1,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:13:13.385,1167,1200,-33,0,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:13:16.502,1170,1200,-30,1,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:23:12.878,1767,1800,-33,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,discomfort,2025-11-18 14:23:15.095,1769,1800,-31,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:23:17.138,1771,1800,-29,1,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:33:10.957,2365,2400,-35,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:33:18.270,2372,2400,-28,1,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:43:13.842,2968,3000,-32,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:43:16.572,2970,3000,-30,1,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 14:53:11.034,3565,3600,-35,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,discomfort,2025-11-18 14:53:13.096,3567,3600,-33,0,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 14:53:15.014,3569,3600,-31,1,"Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 15:03:16.303,4170,4200,-30,0,"Glasses screen, Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 15:03:18.635,4172,4200,-28,1,"Glasses screen, Phone screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 15:13:11.664,4765,4800,-35,0,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 15:13:14.843,4769,4800,-31,1,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,misc,2025-11-18 15:23:10.121,5364,5400,-36,0,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,discomfort,2025-11-18 15:23:13.536,5367,5400,-33,0,"Glasses screen",false
1061,KAM,AI Glasses & Neural Band,Watching,2,2,eyestrain,2025-11-18 15:23:16.769,5371,5400,-29,1,"Glasses screen",false
